,channelGrouping,date,fullVisitorId,sessionId,socialEngagementType,visitId,visitNumber,visitStartTime,device.browser,device.browserVersion,device.browserSize,device.operatingSystem,device.operatingSystemVersion,device.isMobile,device.mobileDeviceBranding,device.mobileDeviceModel,device.mobileInputSelector,device.mobileDeviceInfo,device.mobileDeviceMarketingName,device.flashVersion,device.language,device.screenColors,device.screenResolution,device.deviceCategory,geoNetwork.continent,geoNetwork.subContinent,geoNetwork.country,geoNetwork.region,geoNetwork.metro,geoNetwork.city,geoNetwork.cityId,geoNetwork.networkDomain,geoNetwork.latitude,geoNetwork.longitude,geoNetwork.networkLocation,totals.visits,totals.hits,totals.pageviews,totals.newVisits,totals.bounces,totals.transactionRevenue,trafficSource.campaign,trafficSource.source,trafficSource.medium,trafficSource.keyword,trafficSource.adwordsClickInfo.criteriaParameters,trafficSource.referralPath,trafficSource.isTrueDirect,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.adContent
525,Organic Search,20170125,0500843326915864697,0500843326915864697_1485414215,Not Socially Engaged,1485414215,1,1485414215,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Asia,Southern Asia,India,Telangana,(not set),Hyderabad,not available in demo dataset,actcorp.in,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
526,Referral,20170125,009106400870530309,009106400870530309_1485391079,Not Socially Engaged,1485391079,3,1485391079,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,8,7,,,,(not set),mall.googleplex.com,referral,,not available in demo dataset,/,True,,,,,,
527,Organic Search,20170125,5920338215143617287,5920338215143617287_1485356850,Not Socially Engaged,1485356850,1,1485356850,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,Illinois,Chicago IL,Chicago,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,12,9,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
528,Social,20170125,67698147258102596,67698147258102596_1485389886,Not Socially Engaged,1485389886,1,1485389886,Edge,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Southern Europe,Italy,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,servili.it,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/it/,,,,,,,
529,Organic Search,20170603,5370509793901634145,5370509793901634145_1496541826,Not Socially Engaged,1496541826,1,1496541826,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,San Francisco,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
530,Organic Search,20170603,2853057967202836046,2853057967202836046_1496505798,Not Socially Engaged,1496505798,1,1496505798,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,tablet,Europe,Northern Europe,United Kingdom,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,btcentralplus.com,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
531,Paid Search,20170416,4078913419231868673,4078913419231868673_1492393064,Not Socially Engaged,1492393064,1,1492393064,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,AW - Accessories,google,cpc,+google +merchandise +store,not available in demo dataset,,,1,Top,CjwKEAjwrMzHBRDW3saA88aT80MSJACbvo1TaOVFY07b9sIM3q5oZLQaZxAOT1fzhDXgHcbek-p5JxoCy6nw_wcB,Google Search,False,Google Merchandise Collection
532,Organic Search,20161016,0540735702672520995,0540735702672520995_1476621380,Not Socially Engaged,1476621380,3,1476621380,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Europe,Western Europe,France,California,San Francisco-Oakland-San Jose CA,San Francisco,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,,,,(not set),google,organic,(not provided),not available in demo dataset,,True,,,,,,
533,Organic Search,20161016,981189278554287619,981189278554287619_1476601533,Not Socially Engaged,1476601533,1,1476601533,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Western Europe,Netherlands,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,kpn.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
534,Organic Search,20161204,4837095453758022982,4837095453758022982_1480888303,Not Socially Engaged,1480888303,1,1480888303,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,10,10,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
535,Organic Search,20161204,4215271982721711218,4215271982721711218_1480917277,Not Socially Engaged,1480917277,1,1480917277,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Europe,Western Europe,Germany,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,t-ipconnect.de,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,15,10,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
536,Social,20161204,6147143689243059189,6147143689243059189_1480918832,Not Socially Engaged,1480918832,1,1480918832,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Eastern Europe,Hungary,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,acetelecom.hu,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/hu/,,,,,,,
537,Direct,20170705,6635062385626143404,6635062385626143404_1499323601,Not Socially Engaged,1499323601,1,1499323601,Opera Mini,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Africa,Western Africa,Nigeria,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,6,5,1,,,(not set),(direct),(none),,not available in demo dataset,,True,,,,,,
538,Social,20161003,3354786773825453187,3354786773825453187_1475539824,Not Socially Engaged,1475539824,1,1475539824,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Asia,Southeast Asia,Indonesia,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,telkom.net.id,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/,,,,,,,
539,Social,20161003,2937456223326400046,2937456223326400046_1475498869,Not Socially Engaged,1475498869,8,1475498869,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Asia,Western Asia,Turkey,Ankara,(not set),Ankara,not available in demo dataset,ttnet.com.tr,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,,,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/tr/,True,,,,,,
540,Organic Search,20170219,9689595086350185309,9689595086350185309_1487509926,Not Socially Engaged,1487509926,1,1487509926,Chrome,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Asia,Southeast Asia,Singapore,(not set),(not set),Singapore,not available in demo dataset,singnet.com.sg,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
541,Organic Search,20170219,5806561193258344528,5806561193258344528_1487548318,Not Socially Engaged,1487548318,1,1487548318,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,temple.edu,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
542,Paid Search,20170219,1386997448231835251,1386997448231835251_1487504449,Not Socially Engaged,1487504449,8,1487504449,Safari,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Northern Europe,United Kingdom,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,btcentralplus.com,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,3,3,,,,(not set),google,cpc,(Remarketing/Content targeting),not available in demo dataset,,True,,,,,,Display Ad created 3/11/14
543,Referral,20160801,611686833011451645,611686833011451645_1470089292,Not Socially Engaged,1470089292,1,1470089292,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,Mountain View,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,49,32,1,,,(not set),mall.googleplex.com,referral,,not available in demo dataset,/,,,,,,,
544,Referral,20161008,2579970948601860586,2579970948601860586_1475966794,Not Socially Engaged,1475966794,1,1475966794,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,7,7,1,,,(not set),mall.googleplex.com,referral,,not available in demo dataset,/,,,,,,,
545,Social,20161008,6575441478195014457,6575441478195014457_1475935277,Not Socially Engaged,1475935277,1,1475935277,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Western Europe,France,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,sfr.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/fr/,,,,,,,
546,Organic Search,20160817,4877254526110681130,4877254526110681130_1471447882,Not Socially Engaged,1471447882,4,1471447882,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Northern Europe,United Kingdom,England,London,London,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,36,24,,,,(not set),google,organic,(not provided),not available in demo dataset,,True,,,,,,
547,Social,20160817,5803652341264682493,5803652341264682493_1471455254,Not Socially Engaged,1471455254,5,1471455254,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,Mountain View,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,,1,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/,,,,,,,
548,Direct,20170202,2854723597852287652,2854723597852287652_1486042962,Not Socially Engaged,1486042962,1,1486042962,Safari,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Western Europe,France,Ile-de-France,(not set),Paris,not available in demo dataset,completel.fr,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),(direct),(none),,not available in demo dataset,,True,,,,,,
549,Direct,20170202,2963411732610255108,2963411732610255108_1486104832,Not Socially Engaged,1486104832,1,1486104832,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,5,3,1,,,(not set),(direct),(none),,not available in demo dataset,,True,,,,,,
550,Direct,20170523,942933186209639026,942933186209639026_1495606914,Not Socially Engaged,1495606914,2,1495606914,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Asia,Southern Asia,India,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,spectranet.in,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,,1,,(not set),(direct),(none),,not available in demo dataset,,True,,,,,,
551,Paid Search,20170523,4625192871359033341,4625192871359033341_1495552379,Not Socially Engaged,1495552379,1,1495552379,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Americas,Northern America,United States,Washington,Seattle-Tacoma WA,Seattle,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,AW - Accessories,google,cpc,google merchandise store,not available in demo dataset,,,1,Top,CjwKCAjwu4_JBRBpEiwATmPGpyQDWvevoapVD5HsEMb5orydnetCbH0ge-w0EkJpBgKw6TLfKdCErRoCN20QAvD_BwE,Google Search,False,Google Merchandise Collection
552,Organic Search,20170726,4868573882844700755,4868573882844700755_1501056954,Not Socially Engaged,1501056954,1,1501056954,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Asia,Eastern Asia,Taiwan,Taipei City,(not set),(not set),not available in demo dataset,hinet.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,5,5,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
553,Organic Search,20170323,2354174194215966756,2354174194215966756_1490321928,Not Socially Engaged,1490321928,3,1490321928,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,sbcglobal.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,,1,,(not set),google,organic,(not provided),not available in demo dataset,,True,,,,,,
554,Organic Search,20170323,1791819905991438730,1791819905991438730_1490262870,Not Socially Engaged,1490262870,3,1490262870,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,tablet,Europe,Northern Europe,United Kingdom,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,virginm.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,,1,,(not set),google,organic,(not provided),not available in demo dataset,,True,,,,,,
555,Direct,20160919,4715162387771849192,4715162387771849192_1474311677,Not Socially Engaged,1474311677,1,1474311677,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,District of Columbia,Washington DC (Hagerstown MD),Washington,not available in demo dataset,i95.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,10,8,1,,,(not set),(direct),(none),,not available in demo dataset,,True,,,,,,
556,Organic Search,20160919,6617828568114840907,6617828568114840907_1474319044,Not Socially Engaged,1474319044,1,1474319044,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,tablet,Europe,Southern Europe,Italy,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,telecomitalia.it,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
557,Organic Search,20160919,8978543451132203596,8978543451132203596_1474341756,Not Socially Engaged,1474341756,1,1474341756,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
558,Organic Search,20160919,2035055997668106538,2035055997668106538_1474321541,Not Socially Engaged,1474321541,1,1474321541,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,psu.edu,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
559,Social,20160919,409822838153717452,409822838153717452_1474318406,Not Socially Engaged,1474318406,1,1474318406,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,South America,Argentina,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,fibertel.com.ar,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/es-419/,,,,,,,
560,Organic Search,20170315,0824839726118485274,0824839726118485274_1489602675,Not Socially Engaged,1489602675,354,1489602675,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,Virginia,Roanoke-Lynchburg VA,Salem,not available in demo dataset,comcastbusiness.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,,1,,(not set),google,organic,(not provided),not available in demo dataset,,True,,,,,,
561,Direct,20170315,2159358989615769017,2159358989615769017_1489613137,Not Socially Engaged,1489613137,1,1489613137,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,New York,New York NY,New York,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,4,3,1,,,(not set),(direct),(none),,not available in demo dataset,,True,,,,,,
562,Organic Search,20170315,3429861932668605648,3429861932668605648_1489562465,Not Socially Engaged,1489562465,1,1489562465,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,Mountain View,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,5,5,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
563,Organic Search,20170315,1712318665014338578,1712318665014338578_1489586406,Not Socially Engaged,1489586406,1,1489586406,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Asia,Eastern Asia,Japan,(not set),(not set),(not set),not available in demo dataset,sakura.ne.jp,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,11,7,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
564,Social,20170315,764720377014163404,764720377014163404_1489599995,Not Socially Engaged,1489599995,1,1489599995,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,Mountain View,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),groups.google.com,referral,,not available in demo dataset,/a/google.com/forum/,,,,,,,
565,Organic Search,20161025,2677653854158419207,2677653854158419207_1477454384,Not Socially Engaged,1477454384,1,1477454384,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Asia,Eastern Asia,Japan,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
566,Social,20161025,090178259427282669,090178259427282669_1477414447,Not Socially Engaged,1477414447,1,1477414447,Safari,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,South America,Brazil,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,virtua.com.br,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/pt-BR/,,,,,,,
567,Social,20161025,0453422935195320449,0453422935195320449_1477391455,Not Socially Engaged,1477391455,1,1477391455,Safari,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,Canada,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,pppoe.ca,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/,,,,,,,
